obs	hh_code	round	year	state	age	edu	off_incUS	hhexpend_pc	hhsize_ae	area_ha	cotarea_ha	bt	bt_ha	kcal_tot	kcal_nutr
1359	469	3	2006	2	21	0	0	295.1503	2.8	3.2376	3.2376	1	3.2376	2937	365.555
1360	469	4	2008	2	23	0	0	227.6636	3.8	3.2376	2.0235	1	2.0235	2296	387.1904
1361	470	3	2006	2	40	8	0	454.2688	4.6	3.6423	2.4282	1	2.4282	3590	376.1676
1362	470	4	2008	2	42	8	0	583.1035	4.9	3.6423	8.9034	1	8.9034	2773	624.8856
1363	471	3	2006	2	28	0	0	454.9809	3.1	8.094	8.094	1	8.094	3110	518.4613
1364	471	4	2008	2	30	0	0	445.0439	4	6.4752	4.8564	1	4.8564	3155	483.3039
1365	472	3	2006	2	32	0	147.3704	234.0679	3.3	0.4047	0.4047	1	0.4047	4022	613.6599
1366	472	4	2008	2	34	0	73.68518	330.6794	4.3	0.8094	0.8094	1	0.8094	2777	718.7899
1367	473	3	2006	2	55	0	0	323.472	4.8	24.282	3.2376	1	2.4282	2739	368.8568
1368	473	4	2008	2	57	0	331.5833	573.9355	6	24.282	6.0705	1	6.0705	4318	1886.945
1369	474	4	2008	2	52	7	22.10555	358.897	4.4	0.8094	1.6188	1	1.6188	3403	617.4888
1370	475	4	2008	2	58	4	27.63194	427.275	3.8	2.8329	2.4282	1	2.4282	3278	687.9355
1371	476	4	2008	2	28	7	276.3194	244.9194	4.6	0.8094	0.8094	1	0.8094	3506	347.1508
1372	477	4	2008	2	60	8	276.3194	484.7831	10.4	5.2611	4.047	1	4.047	3665	489.5972
1373	478	4	2008	2	50	0	0	557.6837	3.8	2.8329	2.8329	1	2.8329	3093	1266.562
1374	479	4	2008	2	58	3	0	360.742	3.6	2.4282	0.8094	1	0.8094	2531	266.8309
1375	480	4	2008	2	75	5	92.10648	214.9611	4.3	1.2141	0.60705	1	0.60705	2624	283.1981
1376	481	4	2008	2	45	6	1105.278	660.6769	4.5	7.2846	2.4282	1	2.4282	4267	326.0186
1377	482	4	2008	2	38	14	0	919.4334	11.3	24.282	12.141	1	12.141	4538	762.5833
1378	483	4	2008	2	40	8	0	305.0827	3.3	0.8094	1.2141	1	1.2141	3365	527.5524
1379	484	4	2008	2	49	11	1934.236	555.2219	11	4.047	0.8094	1	0.8094	2403	424.2146
1380	485	4	2008	2	42	10	88.42222	510.6794	3.3	6.27285	2.4282	1	2.4282	3474	1026.506
1381	486	4	2008	2	31	5	560.3758	216.6057	3.6	1.01175	0.4047	1	0.4047	3557	557.1697
1382	487	4	2008	2	26	15	884.2222	487.9794	3.4	0.8094	0.8094	1	0.8094	4443	981.9769
1383	488	4	2008	2	48	18	92.10648	1268.655	5	16.188	2.4282	1	2.4282	3405	889.0806
1384	489	4	2008	2	58	12	0	975.3322	5.2	24.282	1.2141	1	1.2141	3821	420.7017
1385	490	4	2008	2	45	6	176.8444	358.1449	4.4	2.8329	1.2141	1	1.2141	2363	403.7318
1386	491	4	2008	2	38	10	92.10648	268.1474	7.8	2.8329	1.2141	1	1.2141	4498	302.5461
1387	492	4	2008	2	48	8	0	260.6894	9	8.094	1.2141	1	1.2141	2543	562.4539
1388	493	4	2008	2	61	0	552.6389	165.689	7.7	0.8094	0.8094	1	0.8094	2684	233.8036
1389	494	4	2008	2	45	0	1197.384	296.8413	5.4	1.2141	1.6188	1	1.6188	2799	257.1441
1390	495	4	2008	2	55	4	0	276.89	6.2	4.8564	4.047	1	4.047	2914	925.3569
1391	496	4	2008	2	50	0	36.84259	161.5818	7.1	2.0235	2.0235	1	2.0235	1637	224.9263
1392	497	4	2008	2	30	4	0	228.284	3.2	1.6188	1.6188	1	1.6188	2652	426.6067
1393	498	4	2008	2	32	14	0	234.2692	3.1	2.0235	0.8094	1	0.8094	4285	446.4235
1394	499	4	2008	3	55	0	0	419.8044	3.6	4.047	3.2376	1	3.2376	4029	1306.314
1395	500	4	2008	3	38	8	0	717.9619	3.3	2.0235	1.6188	1	1.6188	4274	1012.569
1396	501	4	2008	3	26	0	0	637.2023	7.5	2.0235	4.047	1	4.047	3648	611.6432
1397	502	4	2008	3	47	5	0	385.4224	1.8	3.2376	1.01175	1	1.01175	2451	916.7576
1398	503	4	2008	3	42	5	193.4236	2718.075	1.8	7.2846	1.2141	1	1.2141	4484	1571.041
1399	504	4	2008	3	33	10	0	731.3947	2.8	0	0.8094	1	0.8094	3172	1651.035
1400	505	4	2008	3	24	12	0	878.165	3.6	3.6423	1.2141	1	1.2141	2901	1023.343
1401	506	4	2008	3	25	5	0	643.5197	2.8	4.047	2.8329	1	2.8329	4110	1181.623
1402	507	4	2008	3	39	7	0	966.4243	2.6	4.047	1.6188	0	0	3293	1176.157
1403	508	4	2008	3	40	12	921.0648	749.2166	3.5	0.8094	1.2141	1	1.2141	3302	610.3871
1404	509	4	2008	3	39	10	0	1332.402	3.5	3.2376	2.4282	1	2.4282	2347	677.8991
1405	510	4	2008	3	65	3	442.1111	1800.075	3.6	2.0235	1.6188	1	1.6188	3304	745.8597
1406	511	4	2008	4	50	0	442.1111	517.3916	3.6	1.2141	0.4047	0	0	2988	1050.99
1407	512	4	2008	4	56	5	663.1666	442.2788	3.5	1.6188	0.8094	1	0.8094	3573	848.8942
1408	513	4	2008	1	32	10	1842.13	458.9765	5.5	4.8564	2.0235	1	2.0235	3483	955.3231
1409	514	4	2008	1	42	17	1565.81	802.4846	7.1	12.141	4.8564	1	4.8564	3003	674.8392
1410	515	4	2008	1	24	8	644.7453	415.9438	2.8	0.8094	0.4047	1	0.4047	2842	663.9138
1411	516	4	2008	1	28	13	0	224.7072	5.3	3.6423	2.0235	1	2.0235	1774	423.0491
1412	517	4	2008	1	32	12	663.1666	220.7428	5.6	1.2141	0.8094	1	0.8094	2465	408.8392
1413	518	4	2008	1	52	4	0	652.0031	4.4	4.047	4.047	1	4.047	2682	1128.609
1414	519	4	2008	1	35	0	644.7453	302.1008	3.8	2.0235	1.2141	1	1.2141	3720	489.6805
1415	520	4	2008	1	26	8	0	356.731	3.6	1.2141	1.01175	1	1.01175	2735	976.7053
1416	521	4	2008	1	28	14	884.2222	1771.434	1.8	7.2846	2.8329	1	2.8329	2636	457.2859
1417	522	4	2008	1	50	0	0	332.2762	1.8	1.6188	1.2141	1	1.2141	3589	603.9155
1418	523	4	2008	1	43	15	2026.342	447.6756	7	14.1645	3.6423	1	3.6423	2988	366.4913
1419	524	4	2008	1	44	5	0	591.627	1	8.094	2.4282	1	2.4282	4374	685.7033
1420	525	4	2008	1	30	15	221.0555	278.5309	7.6	8.094	4.047	1	4.047	2962	483.0302
1421	526	4	2008	1	50	0	3278.99	367.987	6.3	0.8094	0.8094	1	0.8094	3029	348.0988
1422	527	4	2008	1	62	0	1400.018	183.5381	4.5	0.8094	0.505875	1	0.505875	2470	447.7822
1423	528	4	2008	1	48	10	0	563.3492	3.6	3.2376	3.2376	1	3.2376	2416	614.8389
1424	529	4	2008	1	40	9	0	519.2078	4.3	1.41645	1.2141	1	1.2141	2723	789.1661
1425	530	4	2008	1	48	7	0	490.8499	5.6	2.0235	2.0235	1	2.0235	2393	550.9553
1426	531	4	2008	1	35	10	0	310.3535	9.8	8.094	6.8799	1	6.8799	2359	249.5222
1427	532	4	2008	1	28	7	552.6389	193.5636	6.3	1.6188	0.60705	1	0.60705	2478	268.0789
1428	533	4	2008	1	40	10	2136.87	876.0759	2.3	2.0235	2.0235	1	2.0235	3873	875.3705
1429	534	4	2008	1	26	15	0	693.1562	3	16.188	10.1175	1	10.1175	3114	807.1349
1430	535	4	2008	1	50	3	0	233.7679	3.8	4.047	2.0235	1	2.0235	2434	308.9781
1431	536	4	2008	1	25	7	442.1111	140.3582	6.2	5.6658	2.8329	1	2.8329	2118	302.4287
